base_id,name,bigg_id,kegg_id,formula,charge,confidence
m1050,folate,,,,,unmatched
m1051,folate,,,,,unmatched
m1052,S-(PGA1)-glutathione,C11304,,C30H47N3O10S,-2.0,database
m1053,Sn-Glycero-3-phospho-1-inositol,g3pi,,C9H18O11P,-1.0,database
m1054,Sn-Glycero-3-phospho-1-inositol,g3pi,,C9H18O11P,-1.0,database
m1055,Sn-Glycero-3-phosphocholine,g3pc,,C8H20NO6P,0.0,database
m1056,Glycerol,glyc,,C3H8O3,0.0,database
m1057,Glycine,gly,,C2H5NO2,0.0,database
m1058,Glycogen C6H10O5,glycogen,,C6H10O5,0.0,database
m1059,Guanine,gua,,C5H5N5O,0.0,database
m1060,Myo-Inositol,inost,,C6H12O6,0.0,database
m1061,isoamyl acetate,,,,,unmatched
m1062,isoamyl acetate,,,,,unmatched
m1063,L-Alanine,ala__L,,C3H7NO2,0.0,database
m1064,L-Arginine,arg__L,,C6H15N4O2,0.0,database
m1065,L-Asparagine,asn__L,,C4H8N2O3,0.0,database
m1066,L-Asparagine,asn__L,,C4H8N2O3,0.0,database
m1067,L-Aspartate,asp__L,,C4H6NO4,0.0,database
m1068,L-Aspartate,asp__L,,C4H6NO4,0.0,database
m1069,L-Carnitine,crn,,C7H15NO3,0.0,database
m1070,L-Cysteine,cys__L,,C3H7NO2S,0.0,database
m1071,L-Glutamate,glu__L,,C5H8NO4,0.0,database
m1072,L-Glutamate,glu__L,,C5H8NO4,0.0,database
m1073,L-Glutamine,gln__L,,C5H10N2O3,0.0,database
m1074,L-Glutamine,gln__L,,C5H10N2O3,0.0,database
m1075,L-Histidine,his__L,,C6H9N3O2,0.0,database
m1076,L-Isoleucine,ile__L,,C6H13NO2,0.0,database
m1077,L-Isoleucine,ile__L,,C6H13NO2,0.0,database
m1078,L-Lactate,lac__L,,C3H5O3,-1.0,database
m1079,L-Lactate,lac__L,,C3H5O3,-1.0,database
m1080,L-Leucine,leu__L,,C6H13NO2,0.0,database
m1081,L-Leucine,leu__L,,C6H13NO2,0.0,database
m1082,L-Lysine,lys__L,,C6H15N2O2,0.0,database
m1083,L-Methionine,met__L,,C5H11NO2S,0.0,database
m1084,L-Phenylalanine,phe__L,,C9H11NO2,0.0,database
m1085,L-Proline,pro__L,,C5H9NO2,0.0,database
m1086,L-Serine,ser__L,,C3H7NO3,0.0,database
m1087,L-Threonine,thr__L,,C4H9NO3,0.0,database
m1088,L-Tryptophan,trp__L,,C11H12N2O2,0.0,database
m1089,L-Tyrosine,tyr__L,,C9H11NO3,0.0,database
m1090,L-Tyrosine,tyr__L,,C9H11NO3,0.0,database
m1091,L-Valine,val__L,,C5H11NO2,0.0,database
m1092,Lanosterol C30H50O,lanost,,C30H50O,0.0,database
m1093,DAMP C10H12N5O6P,damp,,C10H12N5O6P,-2.0,database
m1094,DGMP C10H12N5O7P,dgmp,,C10H12N5O7P,-2.0,database
m1095,Nicotinate,nicnt,,C6H5NO2,-1.0,database
m1096,Stearoyllipoteichoic acid n=24  linked  N-acetyl-D-glucosamine,stear24s,,C18H36O2,-24.0,database
m1097,Ornithine,orn,,C5H13N2O2,1.0,database
m1098,(R)-Pantothenate,pnto__R,,C9H15NO5,-1.0,database
m1099,Potassium,k,,K,1.0,database
m1100,Potassium,k,,K,1.0,database
m1101,Putrescine,ptrc,,C4H14N2,2.0,database
m1102,Putrescine,ptrc,,C4H14N2,2.0,database
m1103,Pyruvate,pyr,,C3H3O3,0.0,database
m1104,S-Adenosyl-L-methionine,amet,,C15H23N6O5S,1.0,database
m1105,S-Methyl-L-methionine,mmet,,C6H14NO2S,1.0,database
m1106,S-Methyl-L-methionine,mmet,,C6H14NO2S,1.0,database
m1107,Sodium,na1,,Na,1.0,database
m1108,Sodium,na1,,Na,1.0,database
m1109,Spermidine,spmd,,C7H22N3,3.0,database
m1110,Spermidine,spmd,,C7H22N3,3.0,database
m1111,Spermine,spm,,C10H26N4,4.0,database
m1112,Spermine,spm,,C10H26N4,4.0,database
m1113,Sulfate,so4,,O4S,-2.0,database
m1114,Sulfite,so3,,SO3,-2.0,database
m1115,Taurine C2H7NO3S,taur,,C2H6NO3S,0.0,database
m1116,Tdp,tdp,,C10H13N2O11P2,-3.0,database
m1117,Uracil,ura,,C4H4N2O2,0.0,database
m1118,Urea CH4N2O,urea,,CH5N2O,0.0,database
m1119,Uridine,uri,,C9H12N2O6,0.0,database
m1120,UMP C9H11N2O9P,ump,,C9H11N2O9P,-2.0,database
m1121,UTP C9H11N2O15P3,utp,,C9H11N2O15P3,-4.0,database
m1123,"Beta-1,3-glucan",13glucan,,C12H21O14P,-2.0,database
m1130,D-Malate,mal__D,,C4H4O5,0.0,database
m1133,Acyl-glycerophosphocholine,agpc_EC,,C1243H2524N50O350P50,0.0,database
m1135,Deoxyadenosine,dadsn,,C10H13N5O3,0.0,database
m1137,Deoxyguanosine,dgsn,,C10H13N5O4,0.0,database
m1139,Deoxyinosine,din,,C10H12N4O4,0.0,database
m1141,Deoxyuridine,duri,,C9H12N2O5,0.0,database
m1143,2-Isopropylmaleate,2ippm,,C7H8O4,-2.0,database
m1145,2-Oxoglutarate,akg,,C5H4O5,0.0,database
m1147,Glycolaldehyde,gcald,,C2H4O2,0.0,database
m1148,4-Aminobenzoate,4abz,,C7H6NO2,-1.0,database
m1152,"7,8-Diaminononanoate",dann,,C9H21N2O2,1.0,database
m1155,Xanthine,xan,,C5H4N4O2,0.0,database
m1157,Acetaldehyde,acald,,C2H4O,0.0,database
m1161,"Adenosine 3',5'-bisphosphate",pap,,C10H11N5O10P2,0.0,database
m1163,"Adenosine 3',5'-bisphosphate",pap,,C10H11N5O10P2,0.0,database
m1167,Trehalose,tre,,C12H22O11,0.0,database
m1169,D-Glucosamine 6-phosphate,gam6p,,C6H13NO8P,-1.0,database
m1172,Bicarbonate,hco3,,HCO3,-1.0,database
m1174,Carbon monoxide,co,,CO,0.0,database
m1175,Bicarbonate,hco3,,HCO3,-1.0,database
m1176,Carbon monoxide,co,,CO,0.0,database
m1179,Ceramide 1-phosphate,crmp_hs,,C18H35NO5PRCO,-2.0,database
m1180,Ceramide 1-phosphate(2-),crmp_cho,,C18H35NO5PRCO,-2.0,database
m1181,Trihexosyl ceramide,thcrm_cho,,C36H66NO17RCO,0.0,database
m1182,Ceramide 1-phosphate,crmp_hs,,C18H35NO5PRCO,-2.0,database
m1183,Ceramide 1-phosphate(2-),crmp_cho,,C18H35NO5PRCO,-2.0,database
m1184,Trihexosyl ceramide,thcrm_cho,,C36H66NO17RCO,0.0,database
m1186,Choline C5H14NO,chol,,C5H14NO,1.0,database
m1187,Citrate,cit,,C6H5O7,-3.0,database
m1189,Sphingosine cytosol,sphings,,C18H38NO2,1.0,database
m1190,Sphingosine cytosol,sphings,,C18H38NO2,1.0,database
m1193,L-Arabinose,arab__L,,C5H10O5,0.0,database
m1197,D-galacturonate,,,,,unmatched
m1199,D-Glutamate,glu__D,,C5H8NO4,-1.0,database
m1203,D-Ribose,rib__D,,C5H10O5,0.0,database
m1205,D-Xylose,xyl__D,,C5H10O5,0.0,database
m1207,Methyl decanoate,methdca,,C11H22O2,0.0,database
m1209,Deoxycytidine,dcyt,,C9H13N3O4,0.0,database
m1211,DTTP C10H13N2O14P3,dttp,,C10H13N2O14P3,-4.0,database
m1215,Ergosterol C28H44O,ergst,,C28H44O,0.0,database
m1216,Ergosterol C28H44O,ergst,,C28H44O,0.0,database
m1217,Ethanol,etoh,,C2H6O,0.0,database
m1220,Methyl decanoate,methdca,,C11H22O2,0.0,database
m1221,Urate C5H4N4O3,urate,,C5H4N4O3,0.0,database
m1222,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1223,Retinyl Palmitate,M02837,,C36H58O3,0.0,database
m1224,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1225,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1226,Ethyl octanoate,ethoc,,C10H20O2,0.0,database
m1227,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1231,Formate,for,,CH1O2,-1.0,database
m1233,Fumarate,fum,,C4H2O4,-2.0,database
m1236,D-Glucose,glc__D,,C6H12O6,0.0,database
m1237,Glutaredoxin disulfide,flutox,,C20H32N6O12S2,-2.0,database
m1242,Glycolaldehyde,gcald,,C2H4O2,0.0,database
m1244,Glyoxylate,glx,,C2HO3,-1.0,database
m1247,Guanosine,gsn,,C10H12N5O5,0.0,database
m1249,Ps hs 18 1 18 1[c],ps_hs_18_1_18_1,,,,database
m1251,Hexacosanoyl-CoA,hexcoa,,C27H41N7O16P3S,,database
m1252,Hexadecanal C16H32O,hxdcal,,C16H32O,0.0,database
m1254,Retinyl Palmitate,M02837,,C36H58O3,0.0,database
m1255,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1256,Hydrogen peroxide,h2o2,,H2O2,0.0,database
m1257,Hypoxanthine,hxan,,C5H4N4O,0.0,database
m1259,Methyl indole-3-acetate,CE2122,,C11H11NO2,0.0,database
m1260,Methyl indole-3-acetate,CE2122,,C11H11NO2,0.0,database
m1261,Inosine,ins,,C10H12N4O5,0.0,database
m1263,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1264,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1265,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1266,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1267,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1268,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1269,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1270,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1271,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1272,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1273,Iron,fe,,Fe,0.0,database
m1276,Isoamyl alcohol C5H12O,iamoh,,C5H12O,0.0,database
m1277,Isoamyl alcohol C5H12O,iamoh,,C5H12O,0.0,database
m1278,Isoamyl alcohol C5H12O,iamoh,,C5H12O,0.0,database
m1281,L Arabinitol C5H12O5,abt,,C5H12O5,0.0,database
m1283,L-Arabinose,arab__L,,C5H10O5,0.0,database
m1289,L-Glutamate,glu__L,,C5H8NO4,0.0,database
m1294,L-Homoserine,hom__L,,C4H9NO3,0.0,database
m1303,L Sorbose C6H12O6,srb__L,,C6H12O6,0.0,database
m1310,Urate C5H4N4O3,urate,,C5H4N4O3,0.0,database
m1312,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m1313,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1314,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1315,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m1316,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m1317,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m1318,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1319,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1320,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m1321,Phosphatidylinositol mannoside (tuberculosis),PIM1,,C50H94O18P,,database
m1322,Maltopentose,maltp,,C12H22O11,0.0,database
m1324,Mannan C6H10O5,mannan,,C6H10O5,0.0,database
m1325,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1326,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1327,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1328,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1329,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1330,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1331,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1332,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1333,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1334,Mannose inositol phosphorylceramide  ceramide 3  26C  C5600H10900N100O1800P100,mipc326_SC,,C5600H10900N100O1800P100,-100.0,database
m1337,NMN C11H14N2O8P,nmn,,C11H14N2O8P,-1.0,database
m1339,Oxypurinol,oxyp,,C5H4N4O2,0.0,database
m1340,Stearoyllipoteichoic acid n=24  linked  N-acetyl-D-glucosamine,stear24s,,C18H36O2,-24.0,database
m1341,Ethyl octanoate,ethoc,,C10H20O2,0.0,database
m1344,Oxaloacetate,oaa,,C4H2O5,-2.0,database
m1349,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1350,Pantetheine 4'-phosphate,pan4p,,C11H20N2O7PS,-2.0,database
m1351,pectin,,,,,unmatched
m1354,Phosphate,pi,,HO4P,0.0,database
m1357,Pyridoxine,pydxn,,C8H11NO3,0.0,database
m1368,Succinate,succ,,C4H4O4,-2.0,database
m1374,3-oxo-tetracosanoyl-CoA,3ottccoa,,C45H76N7O18P3S,-4.0,database
m1378,Thymidine C10H14N2O5,thymd,,C10H14N2O5,0.0,database
m1380,Trehalose,tre,,C12H22O11,0.0,database
m1384,H2O H2O,h2o,,H2O,0.0,database
m1386,Xanthosine,xtsn,,C10H12N4O6,0.0,database
m1388,Xylitol C5H12O5,xylt,,C5H12O5,0.0,database
m1390,Zymosterol C27H44O,zymst,,C27H44O,0.0,database
m1392,Zymosterol C27H44O,zymst,,C27H44O,0.0,database
m1393,1-phosphatidyl-1D-myo-inositol,,,,,unmatched
m1394,Ergosterol C28H44O,ergst,,C28H44O,0.0,database
m1395,Fatty Acid (C20:0),fa20n,,C20H39O2,-1.0,database
m1396,Phosphatidylserine,ps_cho,,C6H11NO6PRCO2R2CO2,-1.0,database
m1397,Phosphatidylcholine,pchol_cho,,C8H18NO4PRCO2R2CO2,0.0,database
m1398,Phosphatidylethanolamine,pe_cho,,C5H12NO4PRCO2R2CO2,0.0,database
m1399,triglyceride,,,,,unmatched
m1400,Lipid,LIPID,,,,database
m1401,Biomass: total,biomass,,,,database
m1403,Adrenic acid,adrn,,C22H35O2,-1.0,database
m1404,Fusidic acid,fusa,,C31H48O5,0.0,database
m1405,"Desmosterol; 3beta-cholesta-5,24-dien-3-ol",dsmsterol,,C27H44O,0.0,database
m1407,Ergosta 5 7 22 24  28  tetraen 3beta ol C28H42O,ergtetrol,,C28H42O,0.0,database
m1409,Stearoyl-CoA,srcoa,,C39H67N7O17P3S,,database
m1410,Acetoacetyl-[acp],acacacp,,C4H5O2SR,0.0,database
m1411,Butanoyl-CoA,butcoa,,C25H36N7O15P3S,,database
m1412,3-oxo-hexanoyl-[acp],o3hacp,,C6H9O2SR,,database
m1413,3-oxo-hexanoyl-[acp],o3hacp,,C6H9O2SR,,database
m1414,3-oxo-octanoyl-[acp],ox3xooctacp,,C8H13O2SR,,database
m1415,(S)-3-Hydroxybutanoyl-CoA,3hbcoa,,C25H38N7O18P3S,-4.0,database
m1416, 3 Hydroxyhexanoyl acp,3hhacp,,C6H10O2X,0.0,database
m1417,(3R)-3-hydroxyoctanoyl-[acp],h3octacp,,C8H15O2SR,,database
m1418,Trans Oct 2 enoyl acp,2toceacp,,C8H12OX,0.0,database
m1419,Trans Hex 2 enoyl acp,2theacp,,C6H8OX,0.0,database
m1420,Trans Oct 2 enoyl acp,2toceacp,,C8H12OX,0.0,database
m1421,3-oxo-octanoyl-[acp],ox3xooctacp,,C8H13O2SR,,database
m1422,Lactoyl-CoA,laccoa,,C24H36N7O18P3S,-4.0,database
m1423,(R)-Methylmalonyl-CoA,mmcoa__R,,C25H35N7O19P3S,0.0,database
m1424,Carbon monoxide,co,,CO,0.0,database
m1425,3-Oxotetradecanoyl-CoA,3otdcoa,,C35H56N7O18P3S,-4.0,database
m1426,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1427,3-oxopalmitoleoyl-CoA,CE0853,,C37H58N7O18P3S,-4.0,database
m1428,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1429,3-Oxooctadecanoyl-CoA,3ohodcoa,,C39H64N7O18P3S,-4.0,database
m1430,Stearoyl-CoA,srcoa,,C39H67N7O17P3S,,database
m1431,3-oxoicosanoyl-CoA(4-),CE2251,,C41H68N7O18P3S,-4.0,database
m1432,1-eicosanoyl-CoA,eiscoa,,C41H73N7O20P3S,,database
m1433,3-oxodocosanoyl-CoA(4-),CE2250,,C43H72N7O18P3S,-4.0,database
m1434,Docosanoyl-CoA,doscoa,,C43H78N7O21P3S,,database
m1435,3-oxotetracosanoyl-CoA,CE2253,,C45H76N7O18P3S,-4.0,database
m1436,3-oxo-tetracosanoyl-CoA,3ottccoa,,C45H76N7O18P3S,-4.0,database
m1437,3-Oxohexanoyl-CoA,3ohcoa,,C27H40N7O18P3S,-4.0,database
m1438,Nicotinamide adenine dinucleotide phosphate - reduced,nadph,,C21H26N7O17P3,0.0,database
m1439,Nicotinamide adenine dinucleotide phosphate,nadp,,C21H25N7O17P3,0.0,database
m1440,(S)-3-Hydroxytetradecanoyl-CoA,3htdcoa,,C35H58N7O18P3S,-4.0,database
m1441,(S)-3-hydroxypalmitoleoyl-CoA,CE2592,,C37H60N7O18P3S,-4.0,database
m1442,(S)-3-Hydroxyoctadecanoyl-CoA,3hodcoa,,C39H66N7O18P3S,-4.0,database
m1443,3-hydroxyeicosanoyl-CoA,3heicoscoa,,C41H70N7O18P3S,-4.0,database
m1444,3-hydroxydocosanoyl-CoA,3hdocoscoa,,C43H74N7O18P3S,-4.0,database
m1445,3-hydroxytetracosanoyl-CoA,3httccoa,,C45H78N7O18P3S,-4.0,database
m1446,(S)-3-Hydroxyhexanoyl-CoA,3hhcoa,,C27H42N7O18P3S,-4.0,database
m1447,H2O H2O,h2o,,H2O,0.0,database
m1448,Trans tetradec-2-enoyl-coa,ttetdec2enoylcoa,,C35H56N7O17P3S,,database
m1449,trans-hexadec-2-enoyl-CoA,,,,,unmatched
m1450,Trans-Octadec-2-enoyl-CoA,od2coa,,C39H64N7O17P3S,-4.0,database
m1451,Trans-eicos-2-enoyl-CoA,CE2243,,C41H68N7O17P3S,-4.0,database
m1452,Trans-docos-2-enoyl-CoA,CE2242,,C43H72N7O17P3S,-4.0,database
m1453,Trans-tetracos-2-enoyl-CoA,CE2245,,C45H76N7O17P3S,-4.0,database
m1454,Trans hex-2-enoyl-coa,thex2encoa,,C47H84N7O17P3S,,database
m1455,Hexacosanoyl-CoA,hexcoa,,C27H41N7O16P3S,,database
m1456,Oxypurinol,oxyp,,C5H4N4O2,0.0,database
m1457,Nicotinamide adenine dinucleotide - reduced,nadh,,C21H27N7O14P2,0.0,database
m1458,Nicotinamide adenine dinucleotide,nad,,C21H26N7O14P2,0.0,database
m1459,butyrate,,,,,unmatched
m1461,Hexanoate (n-C6:0),hxa,,C6H11O2,-1.0,database
m1463,Maleate,male,,C4H2O4,-2.0,database
m1465,butyrate,,,,,unmatched
m1466,Hexanoate (n-C6:0),hxa,,C6H11O2,-1.0,database
m1467,Maleate,male,,C4H2O4,-2.0,database
m1469,ATP C10H12N5O13P3,atp,,C10H12N5O13P3,-4.0,database
m1470,Urate C5H4N4O3,urate,,C5H4N4O3,0.0,database
m1471,AMP C10H12N5O7P,amp,,C10H12N5O7P,-2.0,database
m1472,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1473,Retinyl Palmitate,M02837,,C36H58O3,0.0,database
m1474,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1475,Stearoyllipoteichoic acid n=24  linked  N-acetyl-D-glucosamine,stear24s,,C18H36O2,-24.0,database
m1476,Maleate,male,,C4H2O4,-2.0,database
m1477,ATP C10H12N5O13P3,atp,,C10H12N5O13P3,-4.0,database
m1478,Urate C5H4N4O3,urate,,C5H4N4O3,0.0,database
m1479,AMP C10H12N5O7P,amp,,C10H12N5O7P,-2.0,database
m1480,Lactoyl-CoA,laccoa,,C24H36N7O18P3S,-4.0,database
m1481,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1482,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1483,Retinyl Palmitate,M02837,,C36H58O3,0.0,database
m1484,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1485,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1486,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1487,Stearoyllipoteichoic acid n=24  linked  N-acetyl-D-glucosamine,stear24s,,C18H36O2,-24.0,database
m1488,Stearoyl-CoA,srcoa,,C39H67N7O17P3S,,database
m1489,Maleate,male,,C4H2O4,-2.0,database
m1490,Caffeoyl-CoA,caffcoa,,C30H38N7O19P3S,-4.0,database
m1491,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1492,Maleate,male,,C4H2O4,-2.0,database
m1493,Caffeoyl-CoA,caffcoa,,C30H38N7O19P3S,-4.0,database
m1494,Coenzyme A,coa,,C21H32N7O16P3S,0.0,database
m1495,Arachidic acid,arach,,C20H39O2,-1.0,database
m1496,AMP C10H12N5O7P,amp,,C10H12N5O7P,-2.0,database
m1497,Diphosphate,ppi,,HO7P2,-3.0,database
m1498,1-eicosanoyl-CoA,eiscoa,,C41H73N7O20P3S,,database
m1499,Docosanoyl-ACP (n-C22:0),behenACP,,C33H63N2O8PRS,,database
m1500,Docosanoyl-CoA,doscoa,,C43H78N7O21P3S,,database
m1501,Lignoceric acid,lgnc,,C24H47O2,-1.0,database
m1502,3-oxo-tetracosanoyl-CoA,3ottccoa,,C45H76N7O18P3S,-4.0,database
m1503,M-Cresotic acid,mcres,,C26H52O2,-1.0,database
m1504,Hexacosanoyl-CoA,hexcoa,,C27H41N7O16P3S,,database
m1505,Docosanoyl-ACP (n-C22:0),behenACP,,C33H63N2O8PRS,,database
m1506,Lignoceric acid,lgnc,,C24H47O2,-1.0,database
m1507,M-Cresotic acid,mcres,,C26H52O2,-1.0,database
m1508,Docosanoyl-ACP (n-C22:0),behenACP,,C33H63N2O8PRS,,database
m1509,Docosanoyl-CoA,doscoa,,C43H78N7O21P3S,,database
m1510,Lignoceric acid,lgnc,,C24H47O2,-1.0,database
m1511,3-oxo-tetracosanoyl-CoA,3ottccoa,,C45H76N7O18P3S,-4.0,database
m1512,M-Cresotic acid,mcres,,C26H52O2,-1.0,database
m1513,Hexacosanoyl-CoA,hexcoa,,C27H41N7O16P3S,,database
m1514,Lactoyl-CoA,laccoa,,C24H36N7O18P3S,-4.0,database
m1515,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1516,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1517,Caffeoyl-CoA,caffcoa,,C30H38N7O19P3S,-4.0,database
m1518,1-eicosanoyl-CoA,eiscoa,,C41H73N7O20P3S,,database
m1519,1-eicosanoyl-CoA,eiscoa,,C41H73N7O20P3S,,database
m1520,Docosanoyl-CoA,doscoa,,C43H78N7O21P3S,,database
m1521,Docosanoyl-CoA,doscoa,,C43H78N7O21P3S,,database
m1522,butyrate,,,,,unmatched
m1523,Hexanoate (n-C6:0),hxa,,C6H11O2,-1.0,database
m1524,Butanoyl-CoA,butcoa,,C25H36N7O15P3S,,database
m1525,Hexsanoyl-CoA,hexscoa,,C47H88N7O23P3S,,database
m1526,But-2-enoyl-coa,but2encoa,,,,database
m1527,Trans hex-2-enoyl-coa,thex2encoa,,,,database
m1528,Trans-Oct-2-enoyl-CoA,oc2coa,,C29H44N7O17P3S,-4.0,database
m1529,Trans-eicos-2-enoyl-CoA,CE2243,,C41H68N7O17P3S,-4.0,database
m1530,Trans-docos-2-enoyl-CoA,CE2242,,C43H72N7O17P3S,-4.0,database
m1531,Trans-tetracos-2-enoyl-CoA,CE2245,,C45H76N7O17P3S,-4.0,database
m1532,Trans cis hexadeca 2 7 dienoyl CoA,hdd7_2_coa,,C37H58N7O17P3S,-4.0,database
m1533,Trans-Tetradec-2-enoyl-CoA,td2coa,,C35H56N7O17P3S,-4.0,database
m1534,Trans cis tetradeca 2 7 dienoyl CoA,tde2coa,,C35H54N7O17P3S,-4.0,database
m1535,Cis dodedec 5 enoyl CoA,ddecoa,,C33H52N7O17P3S,-4.0,database
m1536,Trans cis dodedeca 2 5 dienoyl CoA,dde2coa,,C33H50N7O17P3S,-4.0,database
m1537,"Trans,cis-2,9-octadecadienoyl-CoA",CE5162,,C39H62N7O17P3S,-4.0,database
m1538,Cis hexadec 7 enoyl CoA,hdd7coa,,C37H60N7O17P3S,-4.0,database
m1539,Trans cis hexadeca 2 7 dienoyl CoA,hdd7_2_coa,,C37H58N7O17P3S,-4.0,database
m1540,Cis cis tetradec 5 8 dienoyl CoA,td_5_8_coa,,C35H54N7O17P3S,-4.0,database
m1541,Trans cis tetradeca 2 5 dienoyl CoA,tded5_2_coa,,C35H54N7O17P3S,-4.0,database
m1542,(R)-Hydroxydecanoyl-CoA,R_3hdcoa,,C31H50N7O18P3S,-4.0,database
m1543,(R)-3-Hydroxybutyryl-CoA,3hbcoa__R,,C25H38N7O18P3S,-4.0,database
m1544,(S)-3-hydroxypalmitoleoyl-CoA,CE2592,,C37H60N7O18P3S,-4.0,database
m1545,(R)-3-hydroxyoctadecanoyl-CoA,,,,,unmatched
m1546,(R)-Hydroxyhexanoyl-CoA,R_3hhcoa,,C27H42N7O18P3S,-4.0,database
m1547,(S)-3-Hydroxybutanoyl-CoA,3hbcoa,,C25H38N7O18P3S,-4.0,database
m1548,(R)-Hydroxyhexanoyl-CoA,R_3hhcoa,,C27H42N7O18P3S,-4.0,database
m1549,(R)-Hydroxyoctanoyl-CoA,R_3hocoa,,C29H46N7O18P3S,-4.0,database
m1550,3-hydroxyeicosanoyl-CoA,3heicoscoa,,C41H70N7O18P3S,-4.0,database
m1551,3-hydroxydocosanoyl-CoA,3hdocoscoa,,C43H74N7O18P3S,-4.0,database
m1552,3-hydroxytetracosanoyl-CoA,3httccoa,,C45H78N7O18P3S,-4.0,database
m1553,3-hydroxy-(9Z)-hexadecenoyl-CoA,3hhd9coa,,C37H60N7O18P3S,-4.0,database
m1554,Cis-(3S)-hydroxytetradec-7-enoyl-CoA,CE1102,,C35H56N7O18P3S,-4.0,database
m1555,(3S)-3-hydroxydodec-cis-6-enoyl-CoA,CE2420,,C33H52N7O18P3S,-4.0,database
m1556,3(S)-hydroxy-cis-9-octadecenoyl-CoA,CE5161,,C39H64N7O18P3S,-4.0,database
m1557,Cis hexadec 7 enoyl CoA,hdd7coa,,C37H60N7O17P3S,-4.0,database
